"Zip Code","Date","Total Doses - Daily","Total Doses - Cumulative","Vaccine Series Completed - Daily","Vaccine Series Completed - Cumulative","Vaccine Series Completed  - Percent Population","Population"
"60639","05/20/2021",589,73399,329,33317,0.378,88204
"60639","05/21/2021",679,74078,384,33701,0.382,88204
"60601","05/16/2021",64,17822,40,8344,0.553,15083
"60623","01/31/2021",19,3089,2,555,0.007,81283
"60625","01/27/2022",304,145790,108,58064,0.731,79444
"60625","01/28/2022",347,146137,84,58148,0.732,79444
"60625","01/29/2022",217,146354,47,58195,0.733,79444
"60625","01/30/2022",121,146475,32,58227,0.733,79444
"60639","01/28/2021",208,2964,38,577,0.007,88204
"60639","01/29/2021",248,3212,42,619,0.007,88204
"60626","12/19/2020",57,157,0,0,0,50544
"60639","01/30/2021",157,3369,23,642,0.007,88204
"60639","01/31/2021",60,3429,13,655,0.007,88204
"60626","12/21/2020",58,222,0,0,0,50544
"60626","12/22/2020",39,261,0,0,0,50544
"60626","01/06/2021",103,1167,21,26,0.001,50544
"60639","05/22/2021",1110,75188,451,34152,0.387,88204
"60639","05/23/2021",317,75505,118,34270,0.389,88204
"60639","02/01/2021",206,3635,37,692,0.008,88204
"60639","05/24/2021",501,76006,287,34557,0.392,88204
"60639","05/25/2021",500,76506,308,34865,0.395,88204
"60639","05/26/2021",550,77056,306,35171,0.399,88204
"60639","05/27/2021",477,77533,282,35453,0.402,88204
"60639","02/02/2021",266,3901,68,760,0.009,88204
"60639","06/13/2021",198,84336,154,39826,0.452,88204
"60639","06/14/2021",319,84655,215,40041,0.454,88204
"60639","06/15/2021",415,85070,249,40290,0.457,88204
"60639","06/16/2021",423,85493,261,40551,0.46,88204
"60601","07/31/2021",20,21359,14,10542,0.699,15083
"60639","02/08/2021",256,5702,68,1112,0.013,88204
"60639","06/17/2021",379,85872,249,40800,0.463,88204
"60626","01/07/2021",112,1279,27,53,0.001,50544
"60639","02/09/2021",261,5963,57,1169,0.013,88204
"60639","02/10/2021",316,6279,77,1246,0.014,88204
"60639","02/11/2021",342,6621,110,1356,0.015,88204
"60639","02/12/2021",401,7022,93,1449,0.016,88204
"60639","02/13/2021",832,7854,48,1497,0.017,88204
"60639","06/18/2021",356,86228,220,41020,0.465,88204
"60639","06/19/2021",436,86664,331,41351,0.469,88204
"60639","06/20/2021",120,86784,83,41434,0.47,88204
"60639","06/21/2021",222,87006,141,41575,0.471,88204
"60639","06/22/2021",287,87293,184,41759,0.473,88204
"60639","06/23/2021",359,87652,240,41999,0.476,88204
"60639","06/24/2021",268,87920,161,42160,0.478,88204
"60639","06/25/2021",298,88218,170,42330,0.48,88204
"60639","06/26/2021",336,88554,230,42560,0.483,88204
"60639","06/27/2021",124,88678,76,42636,0.483,88204
"60639","06/28/2021",240,88918,140,42776,0.485,88204
"60639","06/29/2021",237,89155,148,42924,0.487,88204
"60639","06/30/2021",277,89432,159,43083,0.488,88204
"60639","07/01/2021",277,89709,179,43262,0.49,88204
"60639","07/02/2021",282,89991,161,43423,0.492,88204
"60639","07/03/2021",170,90161,101,43524,0.493,88204
"60639","07/04/2021",21,90182,12,43536,0.494,88204
"60639","07/05/2021",125,90307,62,43598,0.494,88204
"60639","07/06/2021",257,90564,154,43752,0.496,88204
"60639","07/07/2021",264,90828,174,43926,0.498,88204
"60639","07/08/2021",192,91020,125,44051,0.499,88204
"60639","07/09/2021",226,91246,130,44181,0.501,88204
"60639","07/10/2021",225,91471,148,44329,0.503,88204
"60639","07/11/2021",97,91568,54,44383,0.503,88204
"60639","07/12/2021",183,91751,92,44475,0.504,88204
"60639","07/13/2021",192,91943,90,44565,0.505,88204
"60639","07/14/2021",205,92148,124,44689,0.507,88204
"60639","07/15/2021",224,92372,113,44802,0.508,88204
"60639","07/16/2021",221,92593,138,44940,0.51,88204
"60639","07/17/2021",188,92781,92,45032,0.511,88204
"60639","07/18/2021",87,92868,59,45091,0.511,88204
"60639","07/20/2021",209,93262,104,45295,0.514,88204
"60639","07/21/2021",220,93482,117,45412,0.515,88204
"60639","07/22/2021",215,93697,90,45502,0.516,88204
"60639","07/23/2021",235,93932,126,45628,0.517,88204
"60639","07/24/2021",171,94103,75,45703,0.518,88204
"60639","07/25/2021",89,94192,30,45733,0.518,88204
"60639","07/26/2021",202,94394,86,45819,0.519,88204
"60639","07/27/2021",258,94652,108,45927,0.521,88204
"60639","07/28/2021",211,94863,96,46023,0.522,88204
"60639","07/29/2021",193,95056,84,46107,0.523,88204
"60639","07/30/2021",253,95309,104,46211,0.524,88204
"60639","07/31/2021",225,95534,94,46305,0.525,88204
"60601","09/30/2021",79,23296,8,11117,0.737,15083
"60639","08/01/2021",114,95648,41,46346,0.525,88204
"60827","12/15/2020",0,0,0,0,NA,NA
"60602","01/16/2021",3,124,0,34,0.03,1145
"60605","04/03/2021",308,19516,107,7256,0.25,29060
"60639","08/02/2021",230,95878,87,46433,0.526,88204
"60639","08/03/2021",257,96135,89,46522,0.527,88204
"60639","08/04/2021",244,96379,94,46616,0.529,88204
"60639","08/05/2021",248,96627,91,46707,0.53,88204
"60639","08/06/2021",281,96908,99,46806,0.531,88204
"60639","08/07/2021",223,97131,93,46899,0.532,88204
"60639","08/08/2021",73,97204,28,46927,0.532,88204
"60639","08/09/2021",218,97422,89,47016,0.533,88204
"60639","08/10/2021",238,97660,91,47107,0.534,88204
"60651","12/19/2020",15,50,0,0,0,63492
"60639","08/11/2021",232,97892,94,47201,0.535,88204
"60639","08/12/2021",204,98096,104,47305,0.536,88204
"60639","08/13/2021",240,98336,93,47398,0.537,88204
"60639","08/18/2021",275,99412,99,47868,0.543,88204
"60639","08/19/2021",259,99671,119,47987,0.544,88204
"60639","08/20/2021",264,99935,142,48129,0.546,88204
"60639","08/21/2021",246,100181,105,48234,0.547,88204
"60639","08/22/2021",133,100314,75,48309,0.548,88204
"60639","08/23/2021",238,100552,115,48424,0.549,88204
"60639","08/24/2021",263,100815,143,48567,0.551,88204
"60639","08/25/2021",233,101048,112,48679,0.552,88204
"60639","09/01/2021",214,102717,121,49564,0.562,88204
"60639","09/02/2021",171,102888,87,49651,0.563,88204
"60639","09/03/2021",274,103162,137,49788,0.564,88204
"60666","11/29/2021",0,121,0,73,0,0
"60601","02/10/2021",118,2666,33,759,0.05,15083
"60601","10/27/2021",91,25015,11,11337,0.752,15083
"60639","04/29/2021",614,60752,322,25929,0.294,88204
"60639","09/06/2021",26,103551,10,49962,0.566,88204
"60639","09/07/2021",258,103809,138,50100,0.568,88204
"60639","09/08/2021",212,104021,124,50224,0.569,88204
"60639","09/09/2021",174,104195,90,50314,0.57,88204
"60639","09/10/2021",268,104463,158,50472,0.572,88204
"60639","09/11/2021",212,104675,141,50613,0.574,88204
"60639","09/16/2021",196,105581,112,51072,0.579,88204
"60639","09/17/2021",203,105784,111,51183,0.58,88204
"60639","09/18/2021",220,106004,137,51320,0.582,88204
"60639","09/27/2021",135,107328,56,52059,0.59,88204
"60639","09/30/2021",194,107884,88,52306,0.593,88204
"60639","10/01/2021",218,108102,88,52394,0.594,88204
"60639","10/02/2021",202,108304,98,52492,0.595,88204
"60639","10/03/2021",73,108377,43,52535,0.596,88204
"60639","10/19/2021",146,110973,69,53638,0.608,88204
"60639","10/20/2021",153,111126,58,53696,0.609,88204
"60639","10/21/2021",140,111266,49,53745,0.609,88204
"60643","02/23/2021",352,10886,210,3307,0.068,48887
"60643","02/24/2021",361,11247,233,3540,0.072,48887
"60643","02/25/2021",447,11694,271,3811,0.078,48887
"60643","02/26/2021",503,12197,284,4095,0.084,48887
"60643","02/27/2021",310,12507,143,4238,0.087,48887
"60643","02/28/2021",134,12641,45,4283,0.088,48887
"60643","03/01/2021",269,12910,151,4434,0.091,48887
"60601","03/03/2021",123,4321,75,1706,0.113,15083
"60605","04/08/2021",512,21608,279,8218,0.283,29060
"60643","03/02/2021",355,13265,214,4648,0.095,48887
"60614","03/10/2021",611,23048,216,9102,0.126,71954
"60622","12/17/2020",140,145,0,0,0,53294
"60621","05/27/2021",91,13914,41,6368,0.227,28018
"60626","03/30/2021",683,22438,233,7857,0.155,50544
"60643","03/03/2021",427,13692,257,4905,0.1,48887
"60643","03/04/2021",487,14179,276,5181,0.106,48887
"60639","10/22/2021",246,111512,82,53827,0.61,88204
"60639","10/23/2021",169,111681,62,53889,0.611,88204
"60643","03/07/2021",144,15037,104,5627,0.115,48887
"60643","03/08/2021",346,15383,156,5783,0.118,48887
"60643","03/09/2021",416,15799,174,5957,0.122,48887
"60643","03/10/2021",480,16279,146,6103,0.125,48887
"60643","03/11/2021",475,16754,201,6304,0.129,48887
"60643","03/12/2021",539,17293,259,6563,0.134,48887
"60643","03/14/2021",166,17843,62,6867,0.14,48887
"60643","03/15/2021",318,18161,139,7006,0.143,48887
"60643","03/16/2021",446,18607,149,7155,0.146,48887
"60643","03/17/2021",398,19005,137,7292,0.149,48887
"60643","03/18/2021",455,19460,182,7474,0.153,48887
"60643","03/19/2021",512,19972,211,7685,0.157,48887
"60643","03/20/2021",244,20216,96,7781,0.159,48887
"60643","03/21/2021",172,20388,85,7866,0.161,48887
"60643","03/22/2021",332,20720,125,7991,0.163,48887
"60643","03/23/2021",746,21466,119,8110,0.166,48887
"60643","03/24/2021",478,21944,169,8279,0.169,48887
"60639","05/28/2021",521,78054,340,35793,0.406,88204
"60639","05/29/2021",505,78559,213,36006,0.408,88204
"60639","05/30/2021",161,78720,81,36087,0.409,88204
"60639","05/31/2021",56,78776,34,36121,0.41,88204
"60639","06/01/2021",453,79229,269,36390,0.413,88204
"60639","06/02/2021",499,79728,283,36673,0.416,88204
"60639","06/03/2021",411,80139,262,36935,0.419,88204
"60639","06/04/2021",546,80685,355,37290,0.423,88204
"60639","06/05/2021",544,81229,381,37671,0.427,88204
"60639","06/06/2021",221,81450,174,37845,0.429,88204
"60639","06/07/2021",383,81833,243,38088,0.432,88204
"60639","06/08/2021",410,82243,265,38353,0.435,88204
"60639","06/09/2021",402,82645,244,38597,0.438,88204
"60643","03/25/2021",460,22404,203,8482,0.174,48887
"60618","01/24/2021",65,5549,10,1434,0.015,94907
"60601","09/02/2021",34,22363,18,10893,0.722,15083
"60624","03/18/2021",230,6948,47,2187,0.063,34892
"60621","01/16/2021",6,355,2,37,0.001,28018
"60619","01/05/2021",44,379,4,5,0,61207
"60626","05/16/2021",231,46612,154,21511,0.426,50544
"60626","05/17/2021",384,46996,248,21759,0.43,50544
"60626","05/18/2021",410,47406,250,22009,0.435,50544
"60626","05/19/2021",428,47834,225,22234,0.44,50544
"60639","06/10/2021",362,83007,221,38818,0.44,88204
"60639","06/11/2021",508,83515,360,39178,0.444,88204
"60639","06/12/2021",623,84138,494,39672,0.45,88204
"60639","10/24/2021",85,111766,16,53905,0.611,88204
"60639","10/25/2021",222,111988,56,53961,0.612,88204
"60639","10/26/2021",228,112216,65,54026,0.613,88204
"60639","10/27/2021",219,112435,51,54077,0.613,88204
"60639","10/28/2021",243,112678,74,54151,0.614,88204
"60639","10/29/2021",284,112962,74,54225,0.615,88204
"60639","11/05/2021",392,114748,93,54635,0.619,88204
"60619","12/27/2020",0,128,0,0,0,61207
"60626","06/03/2021",234,51681,138,24734,0.489,50544
"60612","03/18/2021",421,10956,112,4136,0.123,33735
"60639","11/06/2021",232,114980,42,54677,0.62,88204
"60639","11/12/2021",754,117094,65,54943,0.623,88204
"60639","11/13/2021",392,117486,49,54992,0.623,88204
"60639","11/14/2021",148,117634,23,55015,0.624,88204
"60639","11/15/2021",300,117934,47,55062,0.624,88204
"60639","11/20/2021",439,119924,51,55310,0.627,88204
"60639","11/21/2021",128,120052,20,55330,0.627,88204
"60639","11/22/2021",392,120444,72,55402,0.628,88204
"60639","11/23/2021",338,120782,34,55436,0.628,88204
"60639","11/24/2021",359,121141,41,55477,0.629,88204
"60639","11/27/2021",238,121698,47,55590,0.63,88204
"60639","11/28/2021",111,121809,45,55635,0.631,88204
"60639","11/29/2021",402,122211,101,55736,0.632,88204
"60639","11/30/2021",397,122608,76,55812,0.633,88204
"60639","12/01/2021",460,123068,117,55929,0.634,88204
"60639","12/02/2021",425,123493,111,56040,0.635,88204
"60639","12/03/2021",695,124188,249,56289,0.638,88204
"60639","12/04/2021",499,124687,215,56504,0.641,88204
"60639","12/05/2021",208,124895,86,56590,0.642,88204
"60639","12/06/2021",450,125345,121,56711,0.643,88204
"60639","12/16/2021",419,129799,62,57827,0.656,88204
"60639","12/19/2021",191,130998,21,58044,0.658,88204
"60639","12/20/2021",507,131505,83,58127,0.659,88204
"60639","12/21/2021",522,132027,94,58221,0.66,88204
"60639","12/22/2021",489,132516,87,58308,0.661,88204
"60639","12/23/2021",514,133030,75,58383,0.662,88204
"60639","12/24/2021",90,133120,16,58399,0.662,88204
"60624","12/27/2020",0,61,0,0,0,34892
"60601","01/13/2021",46,969,22,311,0.021,15083
"60626","06/28/2021",93,55470,45,27314,0.54,50544
"60639","07/19/2021",185,93053,100,45191,0.512,88204
"60639","12/29/2021",594,134943,107,58737,0.666,88204
"60639","12/30/2021",597,135540,93,58830,0.667,88204
"60639","12/31/2021",116,135656,26,58856,0.667,88204
"60639","01/01/2022",18,135674,6,58862,0.667,88204
"60639","01/02/2022",111,135785,27,58889,0.668,88204
"60639","01/03/2022",557,136342,104,58993,0.669,88204
"60639","01/04/2022",539,136881,88,59081,0.67,88204
"60639","01/08/2022",566,139165,135,59504,0.675,88204
"60639","01/20/2022",534,145247,143,60657,0.688,88204
"60639","01/21/2022",548,145795,89,60746,0.689,88204
"60639","01/22/2022",525,146320,83,60829,0.69,88204
"60639","02/03/2022",326,151052,125,62255,0.706,88204
"60639","02/04/2022",420,151472,151,62406,0.708,88204
"60639","02/05/2022",468,151940,197,62603,0.71,88204
"60639","02/06/2022",185,152125,70,62673,0.711,88204
"60639","02/07/2022",355,152480,143,62816,0.712,88204
"60639","02/08/2022",369,152849,175,62991,0.714,88204
"60639","02/09/2022",408,153257,186,63177,0.716,88204
"60639","02/10/2022",373,153630,130,63307,0.718,88204
"60639","02/11/2022",338,153968,134,63441,0.719,88204
"60639","02/20/2022",120,156202,54,64417,0.73,88204
"60639","02/21/2022",227,156429,108,64525,0.732,88204
"60639","02/22/2022",183,156612,87,64612,0.733,88204
"60639","02/23/2022",177,156789,68,64680,0.733,88204
"60626","07/18/2021",29,57009,10,28238,0.559,50544
"60606","12/26/2021",8,8004,2,3325,1.01,3287
"60610","01/28/2021",289,4532,31,1135,0.028,40548
"60612","01/03/2021",10,809,1,1,0,33735
"60625","01/25/2021",307,4958,103,1119,0.014,79444
"60626","07/19/2021",81,57090,36,28274,0.559,50544
"60626","07/20/2021",76,57166,44,28318,0.56,50544
"60626","07/21/2021",72,57238,37,28355,0.561,50544
"60626","07/22/2021",70,57308,32,28387,0.562,50544
"60639","08/14/2021",197,98533,86,47484,0.538,88204
"60639","08/15/2021",102,98635,48,47532,0.539,88204
"60639","08/16/2021",240,98875,105,47637,0.54,88204
"60639","08/17/2021",262,99137,132,47769,0.542,88204
"60639","03/03/2022",119,158004,52,65168,0.739,88204
"60639","03/04/2022",129,158133,48,65216,0.739,88204
"60639","03/05/2022",149,158282,63,65279,0.74,88204
"60639","03/06/2022",42,158324,19,65298,0.74,88204
"60639","03/07/2022",83,158407,32,65330,0.741,88204
"60639","03/08/2022",92,158499,39,65369,0.741,88204
"60639","03/09/2022",94,158593,42,65411,0.742,88204
"60639","03/10/2022",99,158692,34,65445,0.742,88204
"60601","07/19/2021",37,21026,17,10392,0.689,15083
"60602","02/24/2022",5,3745,0,1285,1.12,1145
"60639","08/26/2021",267,101315,147,48826,0.554,88204
"60639","08/27/2021",336,101651,193,49019,0.556,88204
"60639","08/28/2021",270,101921,122,49141,0.557,88204
"60639","08/29/2021",104,102025,51,49192,0.558,88204
"60606","03/23/2021",38,1689,2,647,0.197,3287
"60639","08/30/2021",240,102265,125,49317,0.559,88204
"60606","05/06/2021",45,4368,37,1985,0.604,3287
"60624","02/21/2021",7,2875,2,673,0.019,34892
"60616","01/03/2021",23,969,3,3,0,54197
"60639","08/31/2021",238,102503,126,49443,0.561,88204
"60639","03/11/2022",108,158800,46,65491,0.742,88204
"60639","03/12/2022",92,158892,37,65528,0.743,88204
"60639","03/13/2022",38,158930,21,65549,0.743,88204
"60640","02/10/2021",573,12628,245,3377,0.049,69363
"60640","02/11/2021",549,13177,271,3648,0.053,69363
"60640","02/12/2021",500,13677,184,3832,0.055,69363
"60640","02/13/2021",303,13980,86,3918,0.056,69363
"60640","02/14/2021",126,14106,43,3961,0.057,69363
"60666","11/30/2021",0,121,0,73,0,0
"60623","02/05/2021",389,4705,52,835,0.01,81283
"60602","02/12/2021",34,446,22,125,0.109,1145
"60606","05/21/2021",37,4891,26,2393,0.728,3287
"60612","04/14/2021",335,18254,188,7452,0.221,33735
"60626","08/27/2021",132,60124,56,29685,0.587,50544
"60608","01/22/2021",256,3642,20,855,0.011,80059
"60626","08/28/2021",56,60180,24,29709,0.588,50544
"60626","08/29/2021",40,60220,16,29725,0.588,50544
"60626","08/30/2021",77,60297,39,29764,0.589,50544
"60639","09/12/2021",98,104773,48,50661,0.574,88204
"60639","09/13/2021",207,104980,98,50759,0.575,88204
"60639","09/14/2021",185,105165,81,50840,0.576,88204
"60614","01/09/2021",195,3127,148,712,0.01,71954
"60621","02/27/2021",58,2908,8,862,0.031,28018
"60611","01/29/2021",382,8348,34,2505,0.075,33224
"60639","09/15/2021",220,105385,120,50960,0.578,88204
"60640","02/15/2021",243,14349,79,4040,0.058,69363
"60640","02/16/2021",275,14624,68,4108,0.059,69363
"60640","02/17/2021",471,15095,277,4385,0.063,69363
"60640","02/21/2021",75,16339,52,5118,0.074,69363
"60640","02/22/2021",287,16626,193,5311,0.077,69363
"60640","02/23/2021",454,17080,229,5540,0.08,69363
"60601","05/28/2021",79,19011,56,9172,0.608,15083
"60605","02/24/2022",27,60644,7,22988,0.791,29060
"60607","02/24/2022",30,58824,7,22915,0.782,29293
"60639","09/19/2021",83,106087,55,51375,0.582,88204
"60639","09/20/2021",158,106245,96,51471,0.584,88204
"60639","09/21/2021",169,106414,88,51559,0.585,88204
"60639","09/22/2021",176,106590,87,51646,0.586,88204
"60602","03/01/2021",12,635,7,253,0.221,1145
"60624","01/09/2021",9,276,2,24,0.001,34892
"60639","09/23/2021",140,106730,76,51722,0.586,88204
"60639","09/24/2021",200,106930,127,51849,0.588,88204
"60618","01/19/2021",214,4338,107,1141,0.012,94907
"60639","09/25/2021",178,107108,102,51951,0.589,88204
"60639","09/28/2021",193,107521,93,52152,0.591,88204
"60639","09/29/2021",169,107690,66,52218,0.592,88204
"60640","02/24/2021",804,17884,498,6038,0.087,69363
"60640","02/25/2021",803,18687,470,6508,0.094,69363
"60640","02/26/2021",625,19312,293,6801,0.098,69363
"60640","03/07/2021",123,22843,53,8446,0.122,69363
"60601","02/24/2022",19,33954,3,12469,0.827,15083
"60604","02/24/2022",1,2282,1,817,0.993,823
"60613","02/24/2022",17,104651,5,40287,0.794,50761
"60615","02/24/2022",55,73232,15,28378,0.699,40590
"60640","03/08/2021",436,23279,220,8666,0.125,69363
"60640","03/09/2021",522,23801,311,8977,0.129,69363
"60640","03/10/2021",602,24403,242,9219,0.133,69363
"60640","03/11/2021",705,25108,304,9523,0.137,69363
"60640","03/12/2021",800,25908,312,9835,0.142,69363
"60640","03/13/2021",427,26335,236,10071,0.145,69363
"60640","03/15/2021",589,27158,206,10390,0.15,69363
"60640","03/16/2021",614,27772,256,10646,0.153,69363
"60640","03/17/2021",582,28354,191,10837,0.156,69363
"60640","03/18/2021",888,29242,302,11139,0.161,69363
"60640","03/19/2021",754,29996,213,11352,0.164,69363
"60640","03/20/2021",574,30570,158,11510,0.166,69363
"60640","03/24/2021",942,33557,287,12204,0.176,69363
"60640","03/25/2021",1105,34662,320,12524,0.181,69363
"60640","03/26/2021",1034,35696,407,12931,0.186,69363
"60640","03/27/2021",662,36358,248,13179,0.19,69363
"60640","03/28/2021",411,36769,147,13326,0.192,69363
"60640","03/29/2021",853,37622,229,13555,0.195,69363
"60640","03/30/2021",1159,38781,309,13864,0.2,69363
"60640","03/31/2021",1066,39847,334,14198,0.205,69363
"60640","04/02/2021",1215,42196,517,15055,0.217,69363
"60633","01/12/2021",8,109,3,17,0.001,12689
"60707","12/15/2020",0,0,0,0,NA,NA
"60610","02/24/2022",28,76117,9,29475,0.727,40548
"60614","02/24/2022",44,131975,7,50635,0.704,71954
"60618","02/25/2021",697,18432,417,5954,0.063,94907
"60602","11/20/2021",6,3138,1,1191,1.04,1145
"60605","12/15/2020",0,0,0,0,0,29060
"60603","02/24/2022",8,4210,1,1423,1.35,1052
"60606","08/16/2021",11,5750,4,2990,0.91,3287
"60606","02/24/2022",7,8676,0,3401,1.03,3287
"60619","12/19/2020",9,48,0,0,0,61207
"60640","04/03/2021",776,42972,238,15293,0.22,69363
"60640","04/05/2021",848,44037,439,15829,0.228,69363
"60640","04/06/2021",1812,45849,501,16330,0.235,69363
"60640","04/07/2021",1042,46891,553,16883,0.243,69363
"60640","04/08/2021",1187,48078,662,17545,0.253,69363
"60640","04/09/2021",1214,49292,688,18233,0.263,69363
"60640","04/10/2021",738,50030,477,18710,0.27,69363
"60640","04/11/2021",501,50531,265,18975,0.274,69363
"60640","04/12/2021",823,51354,523,19498,0.281,69363
"60640","04/13/2021",1076,52430,601,20099,0.29,69363
"60640","04/14/2021",1019,53449,496,20595,0.297,69363
"60640","04/15/2021",1265,54714,764,21359,0.308,69363
"60640","04/17/2021",735,56454,466,22391,0.323,69363
"60640","04/18/2021",397,56851,298,22689,0.327,69363
"60640","04/19/2021",1058,57909,769,23458,0.338,69363
"60640","04/20/2021",1287,59196,795,24253,0.35,69363
"60640","04/21/2021",1073,60269,644,24897,0.359,69363
"60602","12/23/2021",5,3460,0,1244,1.09,1145
"60626","11/06/2021",130,67966,14,31659,0.626,50544
"60626","11/07/2021",126,68092,10,31669,0.627,50544
"60626","11/08/2021",201,68293,28,31697,0.627,50544
"60626","11/09/2021",290,68583,48,31745,0.628,50544
"60626","11/10/2021",208,68791,25,31770,0.629,50544
"60605","02/03/2021",162,5989,51,2015,0.069,29060
"60626","11/11/2021",324,69115,37,31807,0.629,50544
"60611","12/28/2020",155,1733,0,0,0,33224
"60626","11/12/2021",424,69539,36,31843,0.63,50544
"60612","12/22/2020",80,385,0,0,0,33735
"60621","02/12/2021",84,1730,34,381,0.014,28018
"60640","04/22/2021",1181,61450,629,25526,0.368,69363
"60640","04/23/2021",1119,62569,676,26202,0.378,69363
"60640","04/25/2021",331,63769,191,26898,0.388,69363
"60640","04/26/2021",845,64614,526,27424,0.395,69363
"60640","04/27/2021",1529,66143,1249,28673,0.413,69363
"60640","04/28/2021",893,67036,639,29312,0.423,69363
"60640","04/29/2021",922,67958,693,30005,0.433,69363
"60640","04/30/2021",913,68871,645,30650,0.442,69363
"60640","05/01/2021",438,69309,325,30975,0.447,69363
"60640","05/02/2021",215,69524,156,31131,0.449,69363
"60640","05/03/2021",550,70074,405,31536,0.455,69363
"60640","05/04/2021",716,70790,518,32054,0.462,69363
"60640","05/05/2021",690,71480,493,32547,0.469,69363
"60640","05/06/2021",628,72108,463,33010,0.476,69363
"60640","05/07/2021",624,72732,445,33455,0.482,69363
"60640","05/11/2021",650,74412,471,34721,0.501,69363
"60640","05/12/2021",594,75006,477,35198,0.507,69363
"60640","05/13/2021",702,75708,521,35719,0.515,69363
"60606","01/09/2021",13,221,9,51,0.016,3287
"60640","05/14/2021",591,76299,405,36124,0.521,69363
"60640","05/15/2021",522,76821,330,36454,0.526,69363
"60640","05/16/2021",269,77090,174,36628,0.528,69363
"60612","12/17/2020",39,44,0,0,0,33735
"60617","12/29/2020",60,305,0,0,0,83553
"60640","05/17/2021",627,77717,377,37005,0.533,69363
"60640","05/18/2021",513,78230,316,37321,0.538,69363
"60640","05/19/2021",418,78648,263,37584,0.542,69363
"60640","05/20/2021",362,79010,234,37818,0.545,69363
"60640","05/21/2021",491,79501,319,38137,0.55,69363
"60640","05/22/2021",264,79765,147,38284,0.552,69363
"60640","05/23/2021",159,79924,74,38358,0.553,69363
"60640","05/24/2021",303,80227,175,38533,0.556,69363
"60640","05/25/2021",374,80601,256,38789,0.559,69363
"60640","06/07/2021",271,83492,203,40849,0.589,69363
"60640","06/08/2021",343,83835,259,41108,0.593,69363
"60640","06/09/2021",216,84051,168,41276,0.595,69363
"60640","06/10/2021",213,84264,156,41432,0.597,69363
"60640","06/11/2021",274,84538,195,41627,0.6,69363
"60640","06/15/2021",160,85176,104,42079,0.607,69363
"60640","06/16/2021",187,85363,125,42204,0.608,69363
"60640","06/17/2021",121,85484,81,42285,0.61,69363
"60640","06/20/2021",54,85779,37,42491,0.613,69363
"60666","01/25/2021",0,2,0,1,0,0
"60626","12/13/2021",275,77098,53,33168,0.656,50544
"60609","02/18/2021",246,6255,108,1430,0.023,60939
"60606","12/25/2020",0,95,0,0,0,3287
"60640","06/21/2021",109,85888,59,42550,0.613,69363
"60640","06/22/2021",145,86033,81,42631,0.615,69363
"60640","06/23/2021",139,86172,83,42714,0.616,69363
"60602","06/08/2021",4,2011,2,979,0.855,1145
"60640","06/24/2021",122,86294,70,42784,0.617,69363
"60640","06/25/2021",127,86421,66,42850,0.618,69363
"60640","06/26/2021",85,86506,65,42915,0.619,69363
"60640","06/27/2021",42,86548,34,42949,0.619,69363
"60640","06/28/2021",108,86656,57,43006,0.62,69363
"60640","06/29/2021",139,86795,78,43084,0.621,69363
"60640","06/30/2021",110,86905,67,43151,0.622,69363
"60640","07/01/2021",79,86984,45,43196,0.623,69363
"60640","07/02/2021",74,87058,49,43245,0.623,69363
"60640","07/03/2021",60,87118,38,43283,0.624,69363
"60640","07/04/2021",5,87123,4,43287,0.624,69363
"60640","07/05/2021",79,87202,54,43341,0.625,69363
"60640","07/06/2021",102,87304,65,43406,0.626,69363
"60640","07/11/2021",37,87687,23,43632,0.629,69363
"60640","07/12/2021",75,87762,47,43679,0.63,69363
"60640","07/13/2021",99,87861,53,43732,0.63,69363
"60640","07/14/2021",93,87954,63,43795,0.631,69363
"60640","08/29/2021",50,91659,19,45475,0.656,69363
"60640","08/30/2021",110,91769,40,45515,0.656,69363
"60827","12/24/2020",1,3,0,0,NA,NA
"60640","08/31/2021",95,91864,33,45548,0.657,69363
"60666","12/01/2021",0,121,0,73,0,0
"60640","09/06/2021",4,92295,4,45701,0.659,69363
"60640","09/07/2021",96,92391,50,45751,0.66,69363
"60640","09/08/2021",98,92489,44,45795,0.66,69363
"60640","09/09/2021",73,92562,32,45827,0.661,69363
"60640","09/10/2021",92,92654,38,45865,0.661,69363
"60640","09/11/2021",52,92706,21,45886,0.662,69363
"60640","09/12/2021",33,92739,11,45897,0.662,69363
"60640","09/14/2021",79,92896,29,45948,0.662,69363
"60640","09/15/2021",90,92986,51,45999,0.663,69363
"60640","09/16/2021",80,93066,31,46030,0.664,69363
"60640","09/22/2021",85,93536,38,46215,0.666,69363
"60640","09/23/2021",76,93612,30,46245,0.667,69363
"60640","09/24/2021",121,93733,34,46279,0.667,69363
"60640","09/25/2021",81,93814,22,46301,0.668,69363
"60640","09/26/2021",74,93888,19,46320,0.668,69363
"60640","09/27/2021",155,94043,22,46342,0.668,69363
"60640","09/28/2021",173,94216,32,46374,0.669,69363
"60640","09/29/2021",198,94414,31,46405,0.669,69363
"60640","09/30/2021",196,94610,21,46426,0.669,69363
"60640","10/01/2021",232,94842,45,46471,0.67,69363
"60640","10/06/2021",176,95553,15,46554,0.671,69363
"60640","10/07/2021",159,95712,22,46576,0.671,69363
"60640","10/08/2021",218,95930,39,46615,0.672,69363
"60640","10/11/2021",204,96321,22,46672,0.673,69363
